login,full_name,created_at,stargazers_count,watchers_count,language,has_projects,has_wiki,license_name
MadhavBahl,MadhavBahl/Control-Yourself,2017-12-25T11:25:53Z,17,17,JavaScript,true,true,mit
MadhavBahl,MadhavBahl/speedy-type-boilerplate,2020-12-04T18:08:21Z,2,2,CSS,true,true,
MadhavBahl,MadhavBahl/speedy-type,2020-12-02T07:33:53Z,2,2,JavaScript,true,true,
MadhavBahl,MadhavBahl/portfolio-boilerplate,2020-11-25T15:37:57Z,2,2,JavaScript,true,true,
MadhavBahl,MadhavBahl/my-open-profile,2020-09-28T19:03:22Z,7,7,TypeScript,true,true,
MadhavBahl,MadhavBahl/Flutter-Simple-Weather,2020-10-15T16:24:48Z,26,26,Dart,true,true,
MadhavBahl,MadhavBahl/find-opensource-work,2020-10-10T14:31:46Z,6,6,JavaScript,true,true,
MadhavBahl,MadhavBahl/hello-worlds,2017-10-01T17:31:23Z,0,0,AppleScript,true,false,
MadhavBahl,MadhavBahl/ARDUINO-Projects,2017-06-17T05:33:28Z,31,31,C++,true,true,mit
MadhavBahl,MadhavBahl/prateekiiest,2020-09-28T07:12:19Z,0,0,,true,true,
MadhavBahl,MadhavBahl/flex,2020-04-10T18:26:22Z,4,4,HTML,true,true,mit
MadhavBahl,MadhavBahl/test-os-webinar,2020-04-26T06:32:59Z,0,0,HTML,true,true,
MadhavBahl,MadhavBahl/flexbox-webinar,2020-04-08T05:12:24Z,3,3,HTML,true,true,
MadhavBahl,MadhavBahl/startbootstrap-agency,2020-03-28T16:15:23Z,0,0,,true,true,mit
sivaprasadreddy,sivaprasadreddy/springboot-kubernetes-youtube-series,2022-06-21T10:58:14Z,34,34,Java,true,true,
sivaprasadreddy,sivaprasadreddy/jdev-simplify,2024-10-18T05:05:02Z,0,0,Kotlin,true,true,
sivaprasadreddy,sivaprasadreddy/spring-modular-monolith,2024-08-26T02:27:43Z,35,35,Java,true,false,apache-2.0
sivaprasadreddy,sivaprasadreddy/spring-realworld-conduit-api,2024-07-03T06:16:02Z,11,11,Java,true,false,mit
sivaprasadreddy,sivaprasadreddy/bootiful-blog,2024-10-23T10:12:37Z,2,2,Java,true,false,apache-2.0
sivaprasadreddy,sivaprasadreddy/langchain4j-demos,2024-02-19T13:05:24Z,3,3,Java,true,true,apache-2.0
sivaprasadreddy,sivaprasadreddy/testcontainers-samples,2022-08-07T04:57:55Z,56,56,Java,true,true,apache-2.0
sivaprasadreddy,sivaprasadreddy/spring-boot-microservices-course,2024-04-03T03:04:50Z,61,61,Java,true,true,apache-2.0
sivaprasadreddy,sivaprasadreddy/spring-boot-aws-kitchensink,2022-09-21T10:08:10Z,3,3,Java,true,true,
sivaprasadreddy,sivaprasadreddy/techbuzz,2023-01-11T04:07:29Z,48,48,Java,true,true,apache-2.0
sivaprasadreddy,sivaprasadreddy/spring-ai-samples,2024-01-28T10:57:13Z,6,6,Java,true,false,
sivaprasadreddy,sivaprasadreddy/modern-spring-boot,2024-02-01T09:42:43Z,10,10,Java,true,false,mit
sivaprasadreddy,sivaprasadreddy/generator-springboot,2019-07-25T10:03:14Z,223,223,Java,true,true,mit
sivaprasadreddy,sivaprasadreddy/must-know-java-libraries,2024-02-12T09:12:54Z,6,6,Java,true,false,apache-2.0
sivaprasadreddy,sivaprasadreddy/bookmarks-go,2021-12-02T11:34:42Z,1,1,Go,true,true,
sivaprasadreddy,sivaprasadreddy/bookmarks,2024-10-17T08:51:10Z,1,1,Java,true,true,
sivaprasadreddy,sivaprasadreddy/spring-petclinic,2024-10-01T13:27:58Z,0,0,CSS,true,false,apache-2.0
sivaprasadreddy,sivaprasadreddy/spring-boot-todolist,2020-05-06T11:15:26Z,7,7,Java,true,true,
sivaprasadreddy,sivaprasadreddy/start.spring.io,2024-10-07T11:48:20Z,0,0,,true,true,apache-2.0
sivaprasadreddy,sivaprasadreddy/javafest,2024-09-28T04:00:50Z,0,0,HTML,true,true,apache-2.0
sivaprasadreddy,sivaprasadreddy/intellij-idea-livestream-26-sept-2024,2024-09-27T12:13:15Z,5,5,Java,true,true,
sivaprasadreddy,sivaprasadreddy/progen,2023-11-04T03:15:01Z,14,14,Go,true,false,apache-2.0
sivaprasadreddy,sivaprasadreddy/intellij-live-templates,2022-07-13T06:07:39Z,33,33,,true,true,
sivaprasadreddy,sivaprasadreddy/guide,2024-09-04T06:50:28Z,0,0,,true,false,other
sivaprasadreddy,sivaprasadreddy/spring-modulith,2024-09-02T13:36:00Z,0,0,,true,false,apache-2.0
sivaprasadreddy,sivaprasadreddy/sivalabs-talks,2024-09-01T11:23:59Z,2,2,,true,false,apache-2.0
sivaprasadreddy,sivaprasadreddy/jhipster.github.io,2024-08-29T06:11:15Z,0,0,,true,false,
sivaprasadreddy,sivaprasadreddy/software-architecture-premier,2024-08-17T05:25:35Z,156,156,,true,false,apache-2.0
sivaprasadreddy,sivaprasadreddy/devzone,2020-11-07T03:36:25Z,26,26,Java,true,true,mit
sivaprasadreddy,sivaprasadreddy/spring-boot-tutorials,2016-02-18T04:50:28Z,65,65,JavaScript,true,true,apache-2.0
sivaprasadreddy,sivaprasadreddy/devjava-content,2024-09-04T06:44:18Z,0,0,,true,true,
sivaprasadreddy,sivaprasadreddy/streamlit-ollama-chatbot,2024-08-02T07:04:09Z,3,3,Python,true,true,
sivaprasadreddy,sivaprasadreddy/sivalabs-dev-notes,2014-10-16T11:08:16Z,11,11,,true,true,
sivaprasadreddy,sivaprasadreddy/spring-ai-geek-talk,2024-07-25T12:25:58Z,1,1,Java,true,false,mit
sivaprasadreddy,sivaprasadreddy/sivaprasadreddy,2020-07-10T01:31:42Z,1,1,,true,true,
sivaprasadreddy,sivaprasadreddy/intellij-samples,2024-09-04T06:59:14Z,0,0,,true,true,mit
sivaprasadreddy,sivaprasadreddy/sivalabs-learning-paths,2024-07-08T04:29:59Z,4,4,,true,true,
sivaprasadreddy,sivaprasadreddy/spring-style-docs,2024-06-23T01:41:21Z,5,5,Java,true,true,
sivaprasadreddy,sivaprasadreddy/tomato-architecture-spring-boot-demo,2024-06-21T11:21:33Z,46,46,Java,true,false,apache-2.0
sivaprasadreddy,sivaprasadreddy/backstage-templates,2024-06-16T03:19:48Z,0,0,Java,true,true,apache-2.0
sivaprasadreddy,sivaprasadreddy/sample-spring-boot-app,2024-06-16T06:16:08Z,1,1,Java,true,true,
sivaprasadreddy,sivaprasadreddy/sample-spring-boot-app-using-backstage,2024-06-16T04:05:08Z,0,0,Java,true,true,
sivaprasadreddy,sivaprasadreddy/spring-boot-microservices-series,2018-02-19T12:21:31Z,643,643,Java,true,true,mit
sivaprasadreddy,sivaprasadreddy/sivalabs-youtube-code-samples,2022-05-02T06:35:23Z,15,15,Java,true,true,
sivaprasadreddy,sivaprasadreddy/homebrew-progen,2023-11-09T04:35:27Z,0,0,Ruby,true,true,
sivaprasadreddy,sivaprasadreddy/bangalore-jug-modern-spring-boot,2024-04-25T02:02:53Z,2,2,Java,true,false,apache-2.0
sivaprasadreddy,sivaprasadreddy/springboot-learn-by-example,2016-06-11T13:24:19Z,75,75,SCSS,true,true,apache-2.0
sivaprasadreddy,sivaprasadreddy/spring-boot-application-template,2023-04-23T04:21:51Z,32,32,Java,true,false,apache-2.0
sivaprasadreddy,sivaprasadreddy/survey,2023-11-08T02:55:58Z,0,0,,true,false,mit
sivaprasadreddy,sivaprasadreddy/sivaprasadreddy.github.io,2019-04-05T05:53:26Z,0,0,HTML,true,true,
ashokitschool,ashokitschool/DevOps-Documents,2023-02-11T04:14:12Z,74,74,,true,true,
ashokitschool,ashokitschool/sb_rest_api_junit_app,2024-10-26T03:16:54Z,0,0,Java,true,true,
ashokitschool,ashokitschool/spring-boot-docker-app,2021-12-05T02:32:52Z,33,33,Java,true,true,
ashokitschool,ashokitschool/ReactJS_Docker_App,2022-11-30T04:03:30Z,2,2,JavaScript,true,true,
ashokitschool,ashokitschool/angular_docker_app,2023-08-07T14:44:32Z,3,3,TypeScript,true,true,
ashokitschool,ashokitschool/spring-boot-mysql-docker-compose,2022-10-02T07:24:39Z,10,10,Java,true,true,
ashokitschool,ashokitschool/ashokit_ecomm_store,2024-10-19T05:15:30Z,0,0,CSS,true,true,
ashokitschool,ashokitschool/01_products_api,2024-10-10T03:25:10Z,0,0,Java,true,true,
ashokitschool,ashokitschool/05_Notifications_API,2024-10-19T02:19:26Z,0,0,Java,true,true,
ashokitschool,ashokitschool/maven-web-app,2022-06-03T12:27:47Z,62,62,Java,true,true,
ashokitschool,ashokitschool/02_orders_api,2024-10-10T03:26:22Z,0,0,Java,true,true,
ashokitschool,ashokitschool/springboot_register_login_security,2024-10-10T06:00:36Z,0,0,Java,true,true,
ashokitschool,ashokitschool/SpringBoot_JWT_App,2024-02-13T01:16:03Z,5,5,Java,true,true,
ashokitschool,ashokitschool/04_admin_api,2024-10-11T02:49:45Z,0,0,Java,true,true,
ashokitschool,ashokitschool/03_customer_api,2024-10-10T03:27:23Z,0,0,Java,true,true,
ashokitschool,ashokitschool/Microservices_Zero_To_Hero,2024-09-14T06:50:41Z,15,15,Java,true,true,
ashokitschool,ashokitschool/configuration_properties,2022-08-23T02:06:43Z,3,3,,true,true,
ashokitschool,ashokitschool/contact_ui_ng_app,2022-12-15T16:27:27Z,7,7,TypeScript,true,true,
ashokitschool,ashokitschool/contact_backend_app,2022-12-15T16:35:02Z,9,9,Java,true,true,
ashokitschool,ashokitschool/SpringBoot-Rest-Swagger-App,2018-11-01T08:51:03Z,8,8,Java,true,true,
ashokitschool,ashokitschool/jrtp_27_app,2024-08-03T01:54:33Z,0,0,Java,true,true,
ashokitschool,ashokitschool/my_shared_libraries,2023-09-20T15:43:34Z,1,1,Groovy,true,true,
ashokitschool,ashokitschool/springboot_whatsapp_api_integration,2024-07-14T05:52:42Z,11,11,Java,true,true,
ashokitschool,ashokitschool/ui-app,2024-06-30T04:24:42Z,0,0,TypeScript,true,true,
ashokitschool,ashokitschool/backend_app,2024-07-01T16:15:47Z,1,1,Java,true,true,
ashokitschool,ashokitschool/ui_app,2024-06-24T03:32:00Z,1,1,TypeScript,true,true,
ashokitschool,ashokitschool/26_jrtp_workspace,2024-06-06T03:34:12Z,8,8,Java,true,true,
ashokitschool,ashokitschool/springboot_payment_gateway_integration,2024-06-23T03:09:24Z,4,4,Java,true,true,
ashokitschool,ashokitschool/sb_log_app,2024-03-11T03:12:33Z,2,2,Java,true,true,
ashokitschool,ashokitschool/SBMS-39,2024-02-14T05:37:10Z,11,11,Java,true,true,
ashokitschool,ashokitschool/springboot_file_upload_download,2024-05-24T02:07:28Z,2,2,Java,true,true,
ashokitschool,ashokitschool/html_crash_course,2024-04-13T06:39:00Z,0,0,HTML,true,true,
ashokitschool,ashokitschool/springboot_thyemleaf_app,2023-03-08T15:06:42Z,3,3,HTML,true,true,
ashokitschool,ashokitschool/python-flask-docker-app,2021-12-05T02:50:59Z,9,9,Python,true,true,
ashokitschool,ashokitschool/SpringBoot_Security_Register_Login,2024-02-08T04:00:13Z,4,4,Java,true,true,
ashokitschool,ashokitschool/Microservices_Security,2024-02-03T04:57:38Z,6,6,Java,true,true,
ashokitschool,ashokitschool/SpringBoot_Redis_Cloud_DB_App,2024-02-02T03:02:30Z,3,3,Java,true,true,
ashokitschool,ashokitschool/JRTP25-App2,2024-01-24T12:27:19Z,4,4,Java,true,false,
ashokitschool,ashokitschool/JRTP25-App1,2024-01-19T13:28:26Z,4,4,Java,true,true,
ashokitschool,ashokitschool/JAVA-MAVEN-WEB-APP,2018-10-12T09:15:00Z,7,7,Java,true,true,
ashokitschool,ashokitschool/IES-UI-App,2024-01-06T05:26:01Z,2,2,TypeScript,true,true,
ashokitschool,ashokitschool/angular_app,2024-01-02T06:26:35Z,1,1,TypeScript,true,true,
ashokitschool,ashokitschool/SAGA_Choreography_Implementation,2023-12-09T05:44:49Z,2,2,Java,true,true,
ashokitschool,ashokitschool/kubernetes_manifest_yml_files,2023-04-04T03:42:08Z,48,48,,true,true,
ashokitschool,ashokitschool/SpringBoot_3.x_JWT_App,2023-12-05T03:49:08Z,2,2,Java,true,true,
ashokitschool,ashokitschool/Springboot_Reactive_App,2023-11-30T12:12:13Z,2,2,Java,true,true,
ashokitschool,ashokitschool/Terraform_Projects,2023-11-20T13:39:01Z,3,3,HCL,true,true,
ashokitschool,ashokitschool/SBMS-Workspace,2023-08-11T03:19:51Z,5,5,JavaScript,true,true,
ashokitschool,ashokitschool/courses_web_app,2023-09-21T14:38:38Z,0,0,Java,true,true,
ashokitschool,ashokitschool/SB-REST-H2-DB-APP,2022-02-08T16:27:49Z,1,1,Java,true,true,
Shahzaib-D-Memon,Shahzaib-D-Memon/Scribble.github.io,2023-03-02T10:38:22Z,2,2,HTML,true,true,
Shahzaib-D-Memon,Shahzaib-D-Memon/Quiz-App,2024-06-28T06:29:35Z,1,1,JavaScript,true,true,
Shahzaib-D-Memon,Shahzaib-D-Memon/Tic-Tac-Toe-React,2024-07-30T07:45:21Z,0,0,,true,true,
Shahzaib-D-Memon,Shahzaib-D-Memon/Shahzaib-D-Memon,2022-11-07T11:02:25Z,4,4,,true,true,
Shahzaib-D-Memon,Shahzaib-D-Memon/Shahzaib-Portfolio.github.io,2023-01-01T06:16:28Z,7,7,HTML,true,true,
Shahzaib-D-Memon,Shahzaib-D-Memon/Library-Website.github.io,2023-02-10T14:57:36Z,3,3,HTML,true,true,
Shahzaib-D-Memon,Shahzaib-D-Memon/Monochrome-Motion.github.io,2023-04-28T11:23:36Z,5,5,HTML,true,true,
Shahzaib-D-Memon,Shahzaib-D-Memon/Academia.github.io,2023-07-31T07:40:23Z,1,1,HTML,true,true,
Shahzaib-D-Memon,Shahzaib-D-Memon/StreetTacos.github.io,2023-11-02T06:26:22Z,0,0,HTML,true,true,
Shahzaib-D-Memon,Shahzaib-D-Memon/TastyHasty.github.io,2023-09-01T07:35:07Z,1,1,HTML,true,true,
Shahzaib-D-Memon,Shahzaib-D-Memon/GuessWord.github.io,2023-10-08T07:08:49Z,1,1,JavaScript,true,true,
Shahzaib-D-Memon,Shahzaib-D-Memon/FYP-Attendance-System-with-Face-Recognition,2022-12-04T14:58:12Z,6,6,Python,true,true,
Shahzaib-D-Memon,Shahzaib-D-Memon/caesar-cipher-web,2023-12-12T19:56:03Z,1,1,CSS,true,true,
Shahzaib-D-Memon,Shahzaib-D-Memon/python-secure-password-manager,2023-12-13T11:34:41Z,1,1,Python,true,true,
Shahzaib-D-Memon,Shahzaib-D-Memon/caesar-cipher-python,2023-12-12T16:01:06Z,1,1,Python,true,true,
Shahzaib-D-Memon,Shahzaib-D-Memon/Random-Password-Generator.github.io,2022-11-18T12:17:16Z,4,4,CSS,true,true,
Shahzaib-D-Memon,Shahzaib-D-Memon/Facebook-Navbar,2023-01-21T07:37:01Z,4,4,CSS,true,true,
Shahzaib-D-Memon,Shahzaib-D-Memon/Quote-Generator.github.io,2022-09-12T15:15:19Z,3,3,JavaScript,true,true,
Shahzaib-D-Memon,Shahzaib-D-Memon/University-Landing-Page.github.io,2021-09-26T15:41:56Z,2,2,HTML,true,true,
Shahzaib-D-Memon,Shahzaib-D-Memon/Playo.github.io,2022-09-05T06:57:36Z,5,5,HTML,true,true,
Shahzaib-D-Memon,Shahzaib-D-Memon/Music-Player.github.io,2022-09-15T13:04:20Z,2,2,JavaScript,true,true,
Shahzaib-D-Memon,Shahzaib-D-Memon/Shape-Builder,2022-11-26T07:30:24Z,2,2,CSS,true,true,
Shahzaib-D-Memon,Shahzaib-D-Memon/Animated-Login-Page,2022-11-20T15:02:37Z,3,3,CSS,true,true,
Shahzaib-D-Memon,Shahzaib-D-Memon/HACKTOBERFEST22,2022-10-31T15:16:07Z,1,1,,true,true,
Shahzaib-D-Memon,Shahzaib-D-Memon/18CS-AI,2022-08-24T17:03:56Z,3,3,,true,true,
Shahzaib-D-Memon,Shahzaib-D-Memon/Hacktoberfest2021,2021-10-04T13:52:40Z,1,1,PHP,true,true,
Shahzaib-D-Memon,Shahzaib-D-Memon/18CS101_Lab13.github.io,2021-09-25T13:57:32Z,1,1,HTML,true,true,
Shahzaib-D-Memon,Shahzaib-D-Memon/it-cert-automation-practice,2021-08-05T15:36:39Z,2,2,,true,true,apache-2.0
Shahzaib-D-Memon,Shahzaib-D-Memon/Coursera,2021-08-05T14:56:49Z,1,1,Python,true,true,
Shahzaib-D-Memon,Shahzaib-D-Memon/Assignment3-Seylani-Homepage-wm13603,2020-05-08T18:39:08Z,2,2,JavaScript,true,true,
Shahzaib-D-Memon,Shahzaib-D-Memon/Saylani-HomePage,2020-05-08T11:45:56Z,1,1,JavaScript,true,true,
Shahzaib-D-Memon,Shahzaib-D-Memon/Shanks,2019-11-09T06:49:12Z,1,1,,true,true,
codewithdev,codewithdev/YouTube-Text-Transcript-AI,2024-10-20T22:06:34Z,0,0,Python,true,true,
codewithdev,codewithdev/financial-newsletter-agent,2024-10-23T19:53:59Z,0,0,Python,true,true,
codewithdev,codewithdev/codewithdev,2020-07-10T14:41:55Z,1,1,Python,true,true,
codewithdev,codewithdev/RAKO,2024-10-09T23:59:07Z,0,0,Python,true,true,
codewithdev,codewithdev/hosted-resume,2024-09-29T10:57:29Z,1,1,HTML,true,true,
codewithdev,codewithdev/x-feeds-analysis,2024-10-06T21:53:51Z,0,0,JavaScript,true,true,
codewithdev,codewithdev/Apache-Avro-Docs,2022-09-11T21:31:47Z,0,0,HTML,true,true,apache-2.0
codewithdev,codewithdev/actual-docs,2024-07-04T21:21:48Z,0,0,JavaScript,true,false,
codewithdev,codewithdev/gitbutler-docs,2024-06-04T22:38:23Z,0,0,,true,true,
codewithdev,codewithdev/typedoc-plugin-markdown,2024-06-07T08:34:11Z,0,0,,true,false,mit
codewithdev,codewithdev/UnBillIt-Transform-Your-Bills,2020-04-04T11:03:58Z,0,0,HTML,true,true,mit
codewithdev,codewithdev/mintlify-starter,2024-06-06T20:57:53Z,0,0,,true,false,
codewithdev,codewithdev/openai-cookbook,2024-05-20T18:23:29Z,0,0,,true,false,mit
codewithdev,codewithdev/omnigres,2024-05-09T12:55:58Z,0,0,,true,true,apache-2.0
codewithdev,codewithdev/Best-README-Template,2024-05-08T07:49:26Z,0,0,,true,true,mit
codewithdev,codewithdev/OpenVoice,2024-01-05T09:06:35Z,1,1,,true,true,other
codewithdev,codewithdev/flox,2024-01-05T08:57:08Z,0,0,,true,false,gpl-2.0
codewithdev,codewithdev/C-plus-plus-Algorithms,2020-05-26T03:46:16Z,34,34,C++,true,true,mit
codewithdev,codewithdev/matplotlib,2023-08-12T09:50:58Z,0,0,,true,true,
codewithdev,codewithdev/ISS-Tracker,2023-08-05T22:29:31Z,0,0,Python,true,true,
codewithdev,codewithdev/docs-2,2022-10-04T18:25:00Z,1,1,,true,true,
codewithdev,codewithdev/docs,2021-07-19T15:54:59Z,2,2,JavaScript,true,false,cc-by-4.0
codewithdev,codewithdev/sphinx-tags-feedstock,2022-10-17T09:28:56Z,0,0,,true,false,bsd-3-clause
codewithdev,codewithdev/docs-1,2021-10-01T20:37:48Z,0,0,SCSS,true,false,other
codewithdev,codewithdev/napari-docs,2022-10-16T12:21:05Z,0,0,,true,false,bsd-3-clause
codewithdev,codewithdev/india,2021-03-27T05:28:39Z,1,1,,true,true,cc0-1.0
codewithdev,codewithdev/docker.github.io,2022-09-24T19:58:38Z,0,0,,true,false,apache-2.0
codewithdev,codewithdev/MyST-Parser,2022-09-12T08:04:02Z,0,0,,true,false,mit
codewithdev,codewithdev/leerob.io,2022-08-14T11:40:05Z,2,2,,true,false,other
codewithdev,codewithdev/reactjs.org,2022-08-04T20:40:41Z,0,0,,true,false,cc-by-4.0
codewithdev,codewithdev/vscode-docs,2022-05-03T09:39:14Z,0,0,,true,true,other
codewithdev,codewithdev/lighthouse,2020-10-01T09:05:09Z,0,0,JavaScript,true,false,apache-2.0
codewithdev,codewithdev/expo,2021-12-06T07:20:40Z,0,0,,true,true,mit
codewithdev,codewithdev/Code-Snippets,2021-02-25T14:11:08Z,2,2,Python,true,true,
codewithdev,codewithdev/Gif-Search-Engine,2020-02-10T21:43:48Z,6,6,JavaScript,true,true,
codewithdev,codewithdev/blitzjs.com,2021-10-06T19:02:05Z,0,0,,true,false,mit
codewithdev,codewithdev/json-c,2021-10-06T19:02:40Z,0,0,,true,true,other
codewithdev,codewithdev/circleci-docs,2021-10-02T05:25:50Z,0,0,,true,true,
codewithdev,codewithdev/freeCodeCamp,2020-10-01T06:49:29Z,0,0,,true,false,bsd-3-clause
codewithdev,codewithdev/outline,2021-09-20T20:05:36Z,0,0,,true,false,other
codewithdev,codewithdev/sentry-docs,2021-08-24T19:20:59Z,0,0,,true,false,other
codewithdev,codewithdev/NASA-APOD-Viewer,2021-07-03T08:57:02Z,0,0,Python,true,true,
codewithdev,codewithdev/cpython,2021-06-15T12:30:47Z,0,0,,true,false,other
codewithdev,codewithdev/E-library,2021-02-19T12:32:59Z,0,0,PHP,true,true,gpl-3.0
codewithdev,codewithdev/kafka-streams-machine-learning-examples,2023-10-11T12:27:04Z,0,0,,true,true,apache-2.0
codewithdev,codewithdev/Route-Planner-Open-Street-Map,2020-10-11T10:56:03Z,0,0,C++,true,true,
codewithdev,codewithdev/github_app_boilerplate,2020-10-06T05:38:32Z,0,0,Python,true,true,apache-2.0
codewithdev,codewithdev/dreams,2020-10-01T14:53:07Z,0,0,HTML,true,true,mit
codewithdev,codewithdev/Amazon-SDE-Test-Series,2020-07-17T14:35:26Z,0,0,C++,true,true,apache-2.0
codewithdev,codewithdev/pandas_exercises,2020-10-01T09:54:12Z,0,0,,true,true,bsd-3-clause
NotHarshhaa,NotHarshhaa/DevOps-Projects,2023-08-09T04:19:38Z,735,735,TypeScript,true,true,
NotHarshhaa,NotHarshhaa/DevOps-Tool-Installer,2024-07-30T15:49:08Z,33,33,Shell,true,true,bsd-3-clause
NotHarshhaa,NotHarshhaa/DevOps_Setup-Installations,2023-09-08T11:39:28Z,99,99,,true,true,
NotHarshhaa,NotHarshhaa/prodevopsguy.hashnode.dev,2023-09-20T10:58:16Z,3,3,,true,true,
NotHarshhaa,NotHarshhaa/Kubernetes,2023-08-10T04:20:20Z,100,100,Dockerfile,true,true,
NotHarshhaa,NotHarshhaa/devops-cheatsheet,2024-08-21T14:56:19Z,50,50,,true,true,gpl-2.0
NotHarshhaa,NotHarshhaa/aws-billing-alert-terraform,2023-09-07T05:17:11Z,39,39,HCL,true,true,
NotHarshhaa,NotHarshhaa/Learning-Prometheus,2024-02-03T16:21:59Z,8,8,,true,true,
NotHarshhaa,NotHarshhaa/prodevopsguy.xyz,2024-05-23T09:57:28Z,3,3,Astro,true,true,mit
NotHarshhaa,NotHarshhaa/AWS-DevOps_Real-Time_Deployment,2023-10-26T09:44:07Z,20,20,HTML,true,true,
NotHarshhaa,NotHarshhaa/prodevopsguytech.com,2024-06-10T15:06:42Z,4,4,TypeScript,true,true,
NotHarshhaa,NotHarshhaa/Zomato-Clone,2023-12-21T03:52:53Z,4,4,JavaScript,true,true,
NotHarshhaa,NotHarshhaa/Jenkins-Terraform-AWS-Infra,2024-05-31T05:36:55Z,4,4,HCL,true,true,
NotHarshhaa,NotHarshhaa/ProDevOpsGuy-Log,2024-04-16T04:03:28Z,1,1,TypeScript,true,true,mit
NotHarshhaa,NotHarshhaa/ProDevOpGuy-Blog-Site,2024-04-01T13:39:17Z,1,1,HTML,true,true,
NotHarshhaa,NotHarshhaa/ProDevOpGuy-Web-Blog,2024-04-01T11:19:25Z,1,1,Astro,true,true,gpl-3.0
NotHarshhaa,NotHarshhaa/kubernetes-learning-path,2023-09-13T17:13:10Z,159,159,,true,true,
NotHarshhaa,NotHarshhaa/into-the-devops,2023-09-03T05:55:16Z,228,228,Python,true,true,
NotHarshhaa,NotHarshhaa/kubernetes-projects-learning,2024-02-14T16:07:31Z,136,136,,true,true,
NotHarshhaa,NotHarshhaa/Deployment-of-super-Mario-on-Kubernetes-using-terraform,2024-01-17T05:44:09Z,4,4,HCL,true,true,
NotHarshhaa,NotHarshhaa/boutique-assignment,2023-12-16T12:53:52Z,2,2,,true,true,
NotHarshhaa,NotHarshhaa/hardware_qcom-caf_sm8350_display,2023-07-24T15:33:45Z,2,2,C++,true,true,
NotHarshhaa,NotHarshhaa/cloud-native-monitoring-app,2023-09-20T17:38:24Z,4,4,Python,true,true,
NotHarshhaa,NotHarshhaa/AWS-EKS_Terraform,2023-09-17T06:03:15Z,13,13,HCL,true,true,
NotHarshhaa,NotHarshhaa/Certified_Kubernetes_Administrator,2023-09-14T06:19:21Z,67,67,,true,true,mit
NotHarshhaa,NotHarshhaa/devops-tools,2023-09-13T07:52:26Z,127,127,,true,true,
NotHarshhaa,NotHarshhaa/CI-CD_EKS-GitHub_Actions,2023-09-09T16:54:09Z,58,58,HCL,true,true,
NotHarshhaa,NotHarshhaa/kubernetes-dashboard,2023-09-04T13:21:01Z,38,38,JavaScript,true,true,
NotHarshhaa,NotHarshhaa/azure-all_in_one,2023-08-17T14:43:59Z,55,55,,true,true,agpl-3.0
NotHarshhaa,NotHarshhaa/AWS-Terraform-Workshop,2023-04-18T02:25:55Z,3,3,,true,true,gpl-2.0
NotHarshhaa,NotHarshhaa/tf-ecr-ecs-gh-deploy,2023-03-17T15:04:22Z,6,6,HCL,true,true,
NotHarshhaa,NotHarshhaa/eks-cluster-terraform,2023-03-11T15:18:17Z,53,53,HCL,true,true,
NotHarshhaa,NotHarshhaa/xGitspace,2022-10-28T07:18:41Z,1,1,Dockerfile,true,true,
NotHarshhaa,NotHarshhaa/SparkXcloud-Gdrive-MirrorBot,2022-10-24T06:09:25Z,2,2,Python,true,true,gpl-3.0
